,match_id,id,minute,team_name,type_name,sub_type_name,player_name,x,y,end_x,end_y,outcome_name,shot_statsbomb_xg,goal,shoot,move,xt
2034,2275127,03ef84c5-61c0-4454-9b79-41359d4da828,65,Everton LFC,Pass,Goal Kick,Tinja-Riikka Tellervo Korpela,7.0,44.1,10.3,60.2,,,False,False,True,0.000964268127699773
2036,2275127,2eaacdd1-332e-4069-a26b-723fae0ec1f8,65,Everton LFC,Carry,,Megan Finnigan,10.3,60.2,15.5,61.6,,,False,False,True,-0.000374112298417681
2038,2275127,0ae84e56-923e-40bd-9aad-a0992f13bccf,65,Everton LFC,Pass,,Megan Finnigan,15.5,61.6,29.2,62.2,,,False,False,True,0.0002830886204873927
2040,2275127,6c978570-273b-4bfd-86f1-be76bf37e116,65,Everton LFC,Carry,,Lucy Hope,29.2,62.2,21.3,63.6,,,False,False,True,-0.0002830886204873927
2042,2275127,2908f8d9-e227-4509-bc16-56151dc42fef,65,Everton LFC,Pass,,Lucy Hope,21.3,63.6,16.8,71.6,,,False,False,True,-0.0019578050556965255
2045,2275127,2e4a932c-d681-4078-8cc5-bfca6b6c7e33,65,Everton LFC,Pass,,Megan Finnigan,14.7,71.3,33.7,59.3,,,False,False,True,0.003348718236763854
2047,2275127,d220c478-bae1-4e9d-a3eb-8a67692fa17b,65,Everton LFC,Carry,,Maéva Clemaron,33.7,59.3,37.2,62.4,,,False,False,True,0.0005274350290652907
2048,2275127,108794b4-fb9f-4177-8d9f-63609732ec78,65,Reading WFC,Pass,Recovery,Angharad James,84.6,19.1,89.5,13.3,,,False,False,True,-0.013758634366349965
2050,2275127,0e13fec7-a680-4e3f-b570-dbe3964492c4,65,Reading WFC,Carry,,Rachel Rowe,89.5,13.3,90.0,13.0,,,False,False,True,0.012664537694089482
2055,2275127,16ff7694-d798-47ce-b220-4baa4d805043,65,Reading WFC,Carry,,Rachel Rowe,90.0,13.0,93.1,17.9,,,False,False,True,0.007584990486057538
2056,2275127,a0956914-e44a-48e7-b060-77a5152787e1,65,Reading WFC,Pass,,Rachel Rowe,93.1,17.9,94.9,25.5,,,False,False,True,0.031430738252850456
2058,2275127,390e0afd-c2a2-4931-891d-09e7d32723ae,66,Reading WFC,Carry,,Fara Williams,94.9,25.5,92.6,20.1,,,False,False,True,0.0
2066,2275127,2668c7d2-c4fb-4d67-97e7-3e738172f61e,66,Reading WFC,Pass,Throw-in,Rachel Rowe,52.1,0.1,55.2,5.5,,,False,False,True,-0.013958205313227771
2068,2275127,44c563ee-2716-4e2a-8367-74a0d39c7f22,66,Reading WFC,Carry,,Angharad James,55.2,5.5,51.2,5.7,,,False,False,True,0.013958205313227771
2074,2275127,dcace18c-fbf3-4b39-ac4b-31edd4d3fb5f,66,Everton LFC,Carry,,Inessa Kaagman,67.4,78.1,68.5,78.1,,,False,False,True,0.011095211052353497
2077,2275127,54e9d44f-5e67-4bb9-9892-f5c6d9c7be04,66,Everton LFC,Pass,Throw-in,Inessa Kaagman,74.8,80.0,88.1,73.3,,,False,False,True,-0.0011397436301163778
2083,2275127,3e8b93d4-99a7-4268-bdeb-eede61944103,66,Reading WFC,Pass,Recovery,Kristine Leine,25.0,18.9,57.6,26.2,,,False,False,True,0.003975300839258056
2086,2275127,0d806c8a-a423-4757-9b15-37ce7e1a6397,66,Reading WFC,Carry,,Brooke Chaplen,57.6,26.2,55.4,24.8,,,False,False,True,0.0
2092,2275127,a8e06228-971e-48c1-955e-8af20ebf7d75,67,Reading WFC,Carry,,Remi Allen,56.4,24.9,61.4,25.5,,,False,False,True,0.004490588162726506
2093,2275127,d9184275-3e91-4700-b6c7-f1a9c1560fa0,67,Reading WFC,Pass,,Remi Allen,61.4,25.5,54.7,25.3,,,False,False,True,-0.004490588162726506
2096,2275127,372dfd3a-7c48-4d7b-96e0-2a1f7347d207,67,Reading WFC,Carry,,Angharad James,54.7,25.3,56.6,25.8,,,False,False,True,0.0
2097,2275127,9330fbcf-cb15-4a5b-b607-178707252078,67,Reading WFC,Pass,,Angharad James,56.6,25.8,106.3,10.6,,,False,False,True,0.005269140966793678
2099,2275127,e6d2e495-e9e0-436e-881a-992c31551b65,67,Reading WFC,Carry,,Amalie Vevle Eikeland,106.3,10.6,105.6,9.5,,,False,False,True,0.0
2100,2275127,fbd6142d-4b66-4b44-9188-b8be784047c7,67,Reading WFC,Pass,,Amalie Vevle Eikeland,105.6,9.5,105.4,30.7,,,False,False,True,0.04792617695561156
2108,2275127,ce9c47ba-bb40-4986-a74c-b4be1bab39cf,67,Everton LFC,Pass,Recovery,Abbey-Leigh Stringer,36.3,27.8,49.8,22.1,,,False,False,True,0.0016193261081564048
2114,2275127,9dc56b45-e15d-4f6b-aa53-aad0d292901a,67,Everton LFC,Pass,Free Kick,Chloe Kelly,63.2,20.5,78.1,57.9,,,False,False,True,0.04112760470463538
2116,2275127,cf6514aa-54ca-4c03-bff0-66550c4f0330,67,Everton LFC,Carry,,Inessa Kaagman,78.1,57.9,86.1,62.1,,,False,False,True,-0.022787563482665384
2122,2275127,ebd12435-4dd2-4d38-9240-93a355c98193,67,Reading WFC,Carry,,Remi Allen,36.1,14.6,42.2,9.2,,,False,False,True,-0.0005909245293668052
2126,2275127,f3ccf828-4db9-4f85-9c8c-4f88a98e24e3,68,Reading WFC,Carry,,Fara Williams,53.8,13.3,55.2,18.0,,,False,False,True,-0.005646390950626367
2131,2275127,8f8615d2-6605-4120-a4fa-bf13c78facbd,68,Reading WFC,Carry,,Angharad James,70.9,30.0,78.0,30.0,,,False,False,True,-0.001640841225353646
2135,2275127,d992aaae-7509-48f6-8b7a-9e31a15abfbf,68,Reading WFC,Pass,Recovery,Angharad James,72.5,33.6,92.8,57.2,,,False,False,True,0.023416659086928963
2137,2275127,fe2c8bcf-f96f-47ba-882f-64ddf36c6450,68,Reading WFC,Carry,,Natasha Harding,92.8,57.2,96.8,63.2,,,False,False,True,-0.03194196891939525
2142,2275127,f9bfbe08-7250-4ca1-a87e-9b7fac34d54d,68,Everton LFC,Pass,Free Kick,Tinja-Riikka Tellervo Korpela,14.5,44.2,16.8,58.4,,,False,False,True,-0.0013456479195311701
2144,2275127,b6c45c3b-7f4a-4056-96f0-d4c3da4cd951,68,Everton LFC,Carry,,Megan Finnigan,16.8,58.4,23.9,58.3,,,False,False,True,0.0006011603587929332
2148,2275127,e37622e5-abc6-4fd2-87a1-3cea612369ff,68,Reading WFC,Pass,Recovery,Rachel Rowe,76.5,17.9,90.2,31.5,,,False,False,True,0.05435061373490047
2150,2275127,58c5e442-6f89-4b0c-9e2b-650337dc479c,68,Reading WFC,Carry,,Fara Williams,90.2,31.5,88.4,29.5,,,False,False,True,-0.035074700621471874
2156,2275127,6a7d57b0-bf57-4677-a70c-d3f11384a639,68,Reading WFC,Pass,Recovery,Lisa-Marie Utland,97.8,40.0,94.0,33.6,,,False,False,True,-0.12513409097118547
2167,2275127,ea7350b8-76ba-4d5d-beca-e53adb729bbf,69,Reading WFC,Pass,Recovery,Rachel Rowe,97.1,17.5,96.9,21.0,,,False,False,True,0.031430738252850456
2169,2275127,88d956ba-645f-43c6-82eb-5d3b77e30d45,69,Reading WFC,Carry,,Amalie Vevle Eikeland,96.9,21.0,98.0,21.7,,,False,False,True,-0.04354245806240177
2170,2275127,2ae33aca-a886-4b31-aaa0-45ebb4ae6344,69,Reading WFC,Pass,,Amalie Vevle Eikeland,98.0,21.7,109.6,19.2,,,False,False,True,-0.012267017414013663
2172,2275127,377b9826-32cb-45a6-89d2-8b65f5cf5c98,69,Reading WFC,Carry,,Rachel Rowe,109.6,19.2,117.9,21.7,,,False,False,True,0.0067404680631161
2176,2275127,48edfce5-e5ef-4d39-a52b-926423b8a303,69,Reading WFC,Pass,Corner,Fara Williams,120.0,0.1,117.2,41.6,,,False,False,True,0.21750154804699634
2181,2275127,87af5e46-6208-485b-a23b-3f0a182e4528,70,Everton LFC,Pass,Kick Off,Simone Magill,61.0,40.1,54.2,38.5,,,False,False,True,-0.006791943591026877
2183,2275127,46161c47-6fbb-4604-b5a7-2ffeafee72f6,70,Everton LFC,Carry,,Maéva Clemaron,54.2,38.5,58.5,40.8,,,False,False,True,-0.0008314620926224599
2188,2275127,15ce3e31-7436-4e81-bcff-c23c61583008,70,Reading WFC,Carry,,Lisa-Marie Utland,63.5,33.1,71.3,28.6,,,False,False,True,-0.00011089601886498518
2194,2275127,e7cddf58-abc1-46de-9cdb-dd7307e4c353,71,Everton LFC,Carry,,Megan Finnigan,27.5,55.0,28.5,56.4,,,False,False,True,0.0
2196,2275127,f9d88a70-9f5c-42fd-9694-05a791a5c00c,71,Everton LFC,Pass,,Megan Finnigan,28.5,56.4,37.9,59.0,,,False,False,True,0.00343056283320076
2199,2275127,7c642827-8c4f-4d83-8c4a-ee20a5bb6c6b,71,Everton LFC,Carry,,Maéva Clemaron,37.9,59.0,36.5,59.3,,,False,False,True,-0.0013841215064958005
2200,2275127,0670918a-5b5d-4f27-a11b-d0bdf830fc6b,71,Everton LFC,Pass,,Maéva Clemaron,36.5,59.3,37.4,78.5,,,False,False,True,-0.00206549157720851
2202,2275127,5852bcbd-f824-4e76-b20a-7ea339a8a71d,71,Everton LFC,Carry,,Esme Beth Morgan,37.4,78.5,38.4,76.8,,,False,False,True,0.0018388780731823096
2203,2275127,fd0c5a9c-68cf-417f-9725-bdff1c703383,71,Everton LFC,Pass,,Esme Beth Morgan,38.4,76.8,50.0,67.3,,,False,False,True,0.0007371280917778797
2206,2275127,5b4121a0-5342-4971-85f1-bee3ff3ea6b0,71,Everton LFC,Carry,,Lucy Hope,50.0,67.3,52.3,66.4,,,False,False,True,-0.00042279222662586734
2207,2275127,84fc4625-751e-4498-89a4-e74fe03e9360,71,Everton LFC,Pass,,Lucy Hope,52.3,66.4,62.5,69.5,,,False,False,True,0.004954310066422739
2210,2275127,dd315703-f260-4469-854d-84f923651e8c,71,Everton LFC,Carry,,Simone Magill,62.5,69.5,62.5,69.9,,,False,False,True,0.0
2211,2275127,57ae3d2b-7376-4433-bd5c-f7baaa03f430,71,Everton LFC,Pass,,Simone Magill,62.5,69.9,63.4,66.2,,,False,False,True,0.0017004839835805217
2213,2275127,b6dabc36-c0fc-4fb3-9fb7-ee718586d55f,71,Everton LFC,Carry,,Maéva Clemaron,63.4,66.2,80.5,68.3,,,False,False,True,-0.011449196704218206
2216,2275127,bead59fc-66a4-4dc1-96e8-53a78e5b498f,71,Everton LFC,Pass,Throw-in,Lucy Hope,91.8,80.0,107.9,67.6,,,False,False,True,0.01803090355563082
2218,2275127,2eb2783f-bd9a-4f51-ac19-0874cd754d91,71,Everton LFC,Carry,,Inessa Kaagman,107.9,67.6,107.9,67.3,,,False,False,True,0.0
2219,2275127,96b40057-49a5-40b7-82f0-d720d60db57d,71,Everton LFC,Pass,,Inessa Kaagman,107.9,67.3,104.3,58.8,,,False,False,True,0.06790558878203251
2222,2275127,c0bf57eb-6988-44de-a2e6-26f458914b8d,71,Everton LFC,Carry,,Simone Magill,104.3,58.8,105.8,53.9,,,False,False,True,-0.03239626833725061
2225,2275127,0734bff0-c0c2-43d6-9bd2-354a617ce045,71,Everton LFC,Carry,,Simone Magill,105.8,53.9,108.9,50.8,,,False,False,True,0.07871058500000039
2228,2275127,75362601-b6bb-4087-a0cd-ebf236bf1aea,71,Reading WFC,Carry,,Sophie Howard,11.2,29.3,11.5,27.9,,,False,False,True,0.0
2234,2275127,84a54407-8a51-40cb-9b60-3d82c5fad267,71,Reading WFC,Pass,Throw-in,Rachel Rowe,39.9,0.1,56.2,3.6,,,False,False,True,-0.0021101356238589115
2236,2275127,d8cdba1a-9ffe-472a-b4df-949799c099af,71,Reading WFC,Pass,,Amalie Vevle Eikeland,57.4,3.3,64.7,4.5,,,False,False,True,0.004239690367260388
2238,2275127,7f9a2351-97cc-4550-96a6-2ee9dc6ead9d,71,Reading WFC,Carry,,Lisa-Marie Utland,64.7,4.5,61.8,5.0,,,False,False,True,0.0
2243,2275127,0106f7ad-b17f-4c53-b1db-b38e5705e54b,71,Reading WFC,Carry,,Lisa-Marie Utland,68.0,4.3,97.5,10.6,,,False,False,True,0.008420792987575035
2248,2275127,69ed4ad4-41e9-4807-bb88-dfbd3af8f388,71,Reading WFC,Pass,Recovery,Rakel Hönnudóttir,94.3,14.9,99.4,1.4,,,False,False,True,-0.017341998689824088
2250,2275127,2311f525-5f12-41bc-a87c-8fcab51bab87,71,Reading WFC,Carry,,Amalie Vevle Eikeland,99.4,1.4,112.4,13.5,,,False,False,True,-0.007036738533740894
2258,2275127,0f637efd-ac66-4f4a-88a1-dbef549a6586,72,Everton LFC,Carry,,Simone Magill,13.6,35.2,15.0,34.9,,,False,False,True,0.005764879566758045
2262,2275127,24abd43b-d97e-463e-b8f5-8bc3d39f6e41,72,Reading WFC,Pass,Recovery,Rakel Hönnudóttir,92.6,47.3,81.3,42.5,,,False,False,True,-0.16009450425792282
2267,2275127,28af38da-f429-4b24-8cc4-b78e9b256f71,74,Everton LFC,Pass,Goal Kick,Tinja-Riikka Tellervo Korpela,7.0,36.1,11.6,55.7,,,False,False,True,-0.0018098018550795174
2269,2275127,4aaa1f19-7e45-44c8-94c1-02f885b408c4,74,Everton LFC,Carry,,Megan Finnigan,11.6,55.7,43.4,68.8,,,False,False,True,0.002339164755685621
2273,2275127,e6c3cb38-bee8-4b6c-b227-79f7e25055c4,75,Everton LFC,Pass,Corner,Inessa Kaagman,120.0,80.0,117.4,33.3,,,False,False,True,0.06337498
2278,2275127,66d3f0ad-d292-490d-840e-7c6ba5740979,75,Reading WFC,Pass,Goal Kick,Grace Moloney,6.0,36.0,6.0,56.0,,,False,False,True,-0.003537716828086919
2280,2275127,145e631e-f161-499b-a479-d94172c53939,75,Reading WFC,Carry,,Kristine Leine,6.0,56.0,6.3,58.2,,,False,False,True,0.0
2281,2275127,d2156530-736d-4577-ba15-408f99c1f3ca,75,Reading WFC,Pass,,Kristine Leine,6.3,58.2,4.2,45.2,,,False,False,True,0.0007222306884494556
2283,2275127,deebd300-4bb3-4cf2-b714-8b5d199a9984,75,Reading WFC,Carry,,Grace Moloney,4.2,45.2,4.6,43.5,,,False,False,True,0.0
2290,2275127,632addfe-1e97-4805-bb9a-b363f53a9c98,75,Reading WFC,Carry,,Lisa-Marie Utland,62.1,53.4,56.2,53.9,,,False,False,True,0.0019789259356943704
2295,2275127,52d0e50e-67ff-492b-a49f-d5b210ff15f9,75,Everton LFC,Carry,,Chloe Kelly,65.6,21.0,78.3,22.9,,,False,False,True,0.012952259169012378
2301,2275127,c7b7c56b-4c0d-4c66-8083-c3b4c5de7eaa,76,Reading WFC,Carry,,Grace Moloney,3.7,31.0,8.7,31.5,,,False,False,True,0.0003645532570192671
2302,2275127,04b84dc5-e126-4bae-87da-2871625e6f12,76,Reading WFC,Pass,,Grace Moloney,8.7,31.5,33.9,59.1,,,False,False,True,0.000569661496518381
2304,2275127,66c5396c-fbaf-4183-83d7-4ec32d1eb7ad,76,Reading WFC,Carry,,Natasha Harding,33.9,59.1,44.4,69.8,,,False,False,True,0.0011921324039890786
2305,2275127,adeaf0d2-8ac0-44d0-9539-daa79b4d5165,76,Reading WFC,Pass,,Natasha Harding,44.4,69.8,63.7,60.3,,,False,False,True,0.005550384007139994
2307,2275127,d045f9d6-751c-4769-844e-1084ec4f4eea,76,Reading WFC,Carry,,Angharad James,63.7,60.3,64.7,59.1,,,False,False,True,-0.008129029263805987
2311,2275127,f184d04a-0859-48db-a74d-ff83b5539471,76,Reading WFC,Pass,Recovery,Fara Williams,84.3,52.2,106.1,19.6,,,False,False,True,0.0029987837176445116
2313,2275127,8e4067cc-a687-4e7e-a14b-007efdb8969a,76,Reading WFC,Carry,,Amalie Vevle Eikeland,106.1,19.6,118.2,14.0,,,False,False,True,-0.0007429006701659283
2320,2275127,435b5a78-47f9-4b8f-ba75-90d92dca7068,77,Everton LFC,Pass,Goal Kick,Tinja-Riikka Tellervo Korpela,7.0,36.1,7.6,26.0,,,False,False,True,0.0010979663777381798
2322,2275127,617057cd-aca6-4e1f-9593-2d39c209ffae,77,Everton LFC,Carry,,Gabrielle George,7.6,26.0,9.8,33.5,,,False,False,True,-0.003720825570608919
2327,2275127,834b07ec-c6c5-44a5-b055-c324a0b1109f,77,Reading WFC,Carry,,Remi Allen,77.5,56.7,80.5,50.2,,,False,False,True,-0.034891968329131905
2328,2275127,5ccf0067-4e8a-4c7a-bb9a-41ad3eb8310f,77,Reading WFC,Pass,,Remi Allen,80.5,50.2,94.3,53.5,,,False,False,True,0.010720885220551903
2330,2275127,816d2abe-6a31-4db5-9983-52b983499a14,77,Reading WFC,Carry,,Rakel Hönnudóttir,94.3,53.5,94.3,53.5,,,False,False,True,0.0
2336,2275127,433b80ed-467f-464c-8c7b-4cc4cd704f99,77,Reading WFC,Carry,,Remi Allen,86.9,42.1,88.4,39.7,,,False,False,True,0.01587803892462926
2337,2275127,33d20843-cbcb-4313-a675-69563cfa295c,77,Reading WFC,Pass,,Remi Allen,88.4,39.7,92.1,33.8,,,False,False,True,0.061010750055369926
2339,2275127,8d0e73e1-205d-49d8-ba97-7290a40c0f3f,77,Reading WFC,Carry,,Fara Williams,92.1,33.8,92.1,33.8,,,False,False,True,0.0
2340,2275127,ee60c514-2a17-46af-b03b-3f5b088123c6,77,Reading WFC,Pass,,Fara Williams,92.1,33.8,88.4,32.4,,,False,False,True,-0.042896774256700396
2342,2275127,58c26953-03ba-4d2e-b699-2e7ca3b2c000,77,Reading WFC,Carry,,Remi Allen,88.4,32.4,88.4,31.0,,,False,False,True,0.0
2343,2275127,6ec6db3e-822a-48b3-aac2-ff17b4998505,77,Reading WFC,Pass,,Remi Allen,88.4,31.0,116.5,7.6,,,False,False,True,0.00353809520272301
2345,2275127,4ea6e66a-9b59-4a68-8bff-51af1c2d501c,78,Reading WFC,Carry,,Amalie Vevle Eikeland,116.5,7.6,115.8,3.6,,,False,False,True,0.058858758273758055
2350,2275127,1f3f92cc-9545-45c8-91ef-01af13bfce28,78,Everton LFC,Carry,,Hannah Cain,6.2,71.8,10.9,78.5,,,False,False,True,0.00036542045459245676
2354,2275127,236a7c6e-67bf-4c86-8a2f-97d152d19031,78,Everton LFC,Pass,Throw-in,Esme Beth Morgan,16.1,80.0,20.0,73.7,,,False,False,True,0.0
2357,2275127,3e9cca3a-0fe0-4b5d-ab2d-608e010bb2b0,78,Everton LFC,Pass,,Maéva Clemaron,20.9,73.9,15.9,75.9,,,False,False,True,0.0
2360,2275127,bcba0708-bf02-4be3-b9cc-eb086a649193,78,Everton LFC,Pass,,Esme Beth Morgan,16.1,76.1,45.2,56.9,,,False,False,True,0.0030828032406624
2363,2275127,d4788d7c-6772-4a73-bbfe-821899807477,78,Everton LFC,Carry,,Lucy Hope,45.2,56.9,44.5,57.1,,,False,False,True,-0.0030044339360863186
2367,2275127,8754d90b-7ad0-4fa1-97ee-74fe4e7c6c5c,78,Everton LFC,Pass,Recovery,Lucy Hope,56.1,49.1,85.5,30.2,,,False,False,True,0.04305008221789935
2370,2275127,f0922abb-16dc-4926-972a-e4957d393c7f,78,Everton LFC,Carry,,Chloe Kelly,85.5,30.2,103.7,38.1,,,False,False,True,0.16803086522788585
2378,2275127,fae4785c-1ce2-4625-a64d-a3edc814aa0b,79,Everton LFC,Pass,Recovery,Maéva Clemaron,64.7,37.6,63.7,27.6,,,False,False,True,0.0019959461199789592
2381,2275127,5db18313-8ea6-4982-b23d-36412a27aa4d,79,Everton LFC,Carry,,Lucy Hope,63.7,27.6,65.3,25.7,,,False,False,True,-0.002736704245292359
2382,2275127,ec7959e8-f011-481b-8502-bf11a9fbdd8c,79,Everton LFC,Pass,,Lucy Hope,65.3,25.7,72.7,23.1,,,False,False,True,0.006966152353245818
2384,2275127,d1c499bb-dc8d-45fd-bc02-5e68b20bc342,79,Everton LFC,Carry,,Chloe Kelly,72.7,23.1,85.7,32.8,,,False,False,True,0.04610709879993693
2390,2275127,2955f044-1749-4707-9f4f-d8ce7ac78373,80,Everton LFC,Pass,Recovery,Esme Beth Morgan,32.0,67.3,44.1,55.1,,,False,False,True,0.003168400910605022
2392,2275127,407a88ac-5622-43e7-ab46-93c243e38ef9,80,Everton LFC,Carry,,Maéva Clemaron,44.1,55.1,45.5,55.3,,,False,False,True,0.0030044339360863186
2395,2275127,8278a068-2e35-4772-84ad-6da21b430b5d,80,Reading WFC,Pass,Recovery,Kristine Leine,65.2,31.4,90.9,10.9,,,False,False,True,0.005069162522280332
2397,2275127,fb6e52bf-2531-4bfa-ad28-4542d5a73d9d,80,Reading WFC,Carry,,Amalie Vevle Eikeland,90.9,10.9,97.3,6.1,,,False,False,True,-0.00758392273955372
2402,2275127,95d51150-ca76-4237-a7c9-ba0c09475c1c,80,Everton LFC,Carry,,Esme Beth Morgan,24.9,71.4,24.9,71.4,,,False,False,True,0.0
2403,2275127,ed19dd6f-1c44-4c9d-9564-a37ed4229cb7,80,Everton LFC,Pass,,Esme Beth Morgan,24.9,71.4,30.1,69.4,,,False,False,True,-0.0006240446617220181
2405,2275127,65be2bcc-285d-43ed-a372-7b47f00c39e1,80,Everton LFC,Carry,,Maéva Clemaron,30.1,69.4,29.9,69.4,,,False,False,True,0.0006240446617220181
2406,2275127,0520a0ce-6fcb-4dbe-815e-58fd1d95b163,80,Everton LFC,Pass,,Maéva Clemaron,29.9,69.4,31.3,71.3,,,False,False,True,-0.0006240446617220181
2409,2275127,da8babbd-38d9-43ea-baa9-aa61c82d04b2,80,Everton LFC,Carry,,Hannah Cain,31.3,71.3,35.5,76.8,,,False,False,True,-0.0002812121730992887
2419,2275127,fdc0e5ec-1791-49b8-b44d-5bbe964d00bf,80,Everton LFC,Pass,Recovery,Abbey-Leigh Stringer,44.1,69.9,28.2,66.1,,,False,False,True,-0.002471604590474083
2421,2275127,c1526d5d-5994-4151-8277-5965c75c250a,80,Everton LFC,Carry,,Megan Finnigan,28.2,66.1,30.4,65.0,,,False,False,True,0.001806907215550295
2422,2275127,2575cfb7-78cc-461e-b77d-44100f465f1f,80,Everton LFC,Pass,,Megan Finnigan,30.4,65.0,14.0,45.3,,,False,False,True,-0.0018293887950320132
2424,2275127,78ec8076-0f40-404b-a287-6891530096b6,80,Everton LFC,Carry,,Tinja-Riikka Tellervo Korpela,14.0,45.3,15.5,40.8,,,False,False,True,-0.0004525460822300911
2429,2275127,b4259959-3824-4371-988b-0966a359c53c,80,Everton LFC,Pass,Recovery,Maéva Clemaron,47.6,29.7,58.2,9.4,,,False,False,True,0.0076941698686077385
2431,2275127,76098d25-c051-4355-9897-34433d94df77,80,Everton LFC,Pass,,Danielle Turner,57.1,12.5,58.2,21.4,,,False,False,True,-0.006180242303505563
2434,2275127,1c465e11-cfc2-4139-80a7-ab1c976101ef,80,Everton LFC,Carry,,Lucy Hope,58.2,21.4,62.2,23.8,,,False,False,True,0.004490588162726506
2437,2275127,21a81836-b9a8-4952-90a5-0e3a1593c414,80,Everton LFC,Carry,,Lucy Hope,62.2,23.8,72.2,37.6,,,False,False,True,-0.006460137490873584
2441,2275127,3fab485b-48d3-4bab-9fdc-96194be8e05c,80,Reading WFC,Carry,,Grace Moloney,13.1,34.3,21.2,47.1,,,False,False,True,0.0003873982660523071
2447,2275127,fb75e29d-1619-46c4-914d-0a17d70e0cde,81,Reading WFC,Carry,,Lisa-Marie Utland,71.1,25.3,81.3,16.8,,,False,False,True,0.02683118568650833
2449,2275127,43cb1673-de94-445b-a094-b0109ebb2d3d,81,Reading WFC,Pass,,Lisa-Marie Utland,81.3,16.8,103.5,7.1,,,False,False,True,-0.020891628197548806
2451,2275127,10a07727-acee-4c74-8d39-57dde9d86818,81,Reading WFC,Carry,,Amalie Vevle Eikeland,103.5,7.1,111.8,4.0,,,False,False,True,-0.024888490498489672
2456,2275127,d5b6b9ab-feb3-4864-8299-b2835a057304,81,Reading WFC,Carry,,Lisa-Marie Utland,105.6,30.7,106.5,29.6,,,False,False,True,0.0
2457,2275127,cf3867ca-3829-4e46-ae75-6f1f21739dcf,81,Reading WFC,Pass,,Lisa-Marie Utland,106.5,29.6,109.2,27.6,,,False,False,True,0.0
2461,2275127,f242570d-ebd2-4a38-a710-be20c3f31470,81,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,12.8,42.7,27.0,24.1,,,False,False,True,0.007529265626472811
2463,2275127,4a07bd78-6ddc-44a7-9498-ec677396fc4d,81,Everton LFC,Carry,,Danielle Turner,27.0,24.1,50.0,11.1,,,False,False,True,-0.0018972352977589466
2467,2275127,392cef80-21e8-47b9-8f8b-94a82117eda9,82,Reading WFC,Pass,Throw-in,Natasha Harding,70.3,80.0,91.6,74.3,,,False,False,True,0.007368383742603738
2475,2275127,bddf6d86-719d-42c5-add2-38e8094c3bbf,82,Everton LFC,Pass,Recovery,Gabrielle George,23.3,25.2,33.0,28.1,,,False,False,True,-0.003665414847644332
2477,2275127,b4138f90-53df-4fcc-8910-a252173901ee,82,Everton LFC,Carry,,Lucy Hope,33.0,28.1,32.0,25.7,,,False,False,True,0.0015254034847860878
2479,2275127,6de85120-3994-4848-994f-535b30089087,82,Everton LFC,Pass,,Lucy Hope,32.0,25.7,25.9,19.3,,,False,False,True,-0.002274422469381673
2481,2275127,2ff23153-0a07-45fd-af3f-f89b8fef3bd2,82,Everton LFC,Carry,,Danielle Turner,25.9,19.3,28.9,19.3,,,False,False,True,0.0
2487,2275127,d5f8529b-7b50-4af8-af5e-b850138301d5,82,Everton LFC,Pass,Throw-in,Lucy Hope,62.8,0.1,49.2,5.2,,,False,False,True,0.009718514945967384
2489,2275127,e31392f7-afae-4f70-b77b-1d358c3f675b,82,Everton LFC,Carry,,Danielle Turner,49.2,5.2,50.4,4.7,,,False,False,True,0.0
2496,2275127,a8586836-fa0b-4af1-a12e-eb1abcd7488c,82,Everton LFC,Carry,,Chloe Kelly,87.4,24.0,85.5,27.6,,,False,False,True,0.03402951836794156
2501,2275127,6f95313f-c406-4b9a-8c1a-5e71cac49e5e,82,Everton LFC,Carry,,Maéva Clemaron,79.8,27.8,79.0,31.9,,,False,False,True,0.0
2502,2275127,7a8d796b-7429-4680-9f74-6d51af51761c,82,Everton LFC,Pass,,Maéva Clemaron,79.0,31.9,91.8,56.2,,,False,False,True,0.015971554594981653
2504,2275127,24a10daa-bdbf-4437-bda0-c568b768c067,82,Everton LFC,Carry,,Esme Beth Morgan,91.8,56.2,97.5,58.4,,,False,False,True,0.07916488441785496
2507,2275127,c6d9803c-b8ae-4abc-9e7d-a5ca20711201,82,Reading WFC,Carry,,Rachel Rowe,22.6,21.7,69.2,2.4,,,False,False,True,0.00853637202437495
2510,2275127,433d110e-42cb-4fc3-a298-fb3c53698831,83,Everton LFC,Pass,Free Kick,Megan Finnigan,28.4,68.3,11.2,54.8,,,False,False,True,1.3202390690660731e-05
2512,2275127,46cc877f-bb73-4607-8bdf-560b0adaefca,83,Everton LFC,Carry,,Tinja-Riikka Tellervo Korpela,11.2,54.8,15.0,52.0,,,False,False,True,-0.00042565907173891483
2513,2275127,eac31607-ab7a-435f-953f-6debca878f7c,83,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,15.0,52.0,15.9,30.2,,,False,False,True,0.0030883420059749527
2515,2275127,44d6d773-fabe-471f-ac57-fd2f79b1c735,83,Everton LFC,Carry,,Gabrielle George,15.9,30.2,25.9,32.4,,,False,False,True,0.002728884840681533
2516,2275127,28d541ef-ee07-42c7-9660-23d429f5f0d6,83,Everton LFC,Pass,,Gabrielle George,25.9,32.4,42.6,4.4,,,False,False,True,0.0032445560085873418
2518,2275127,4efd1507-2aef-4994-abe8-c96cef952422,83,Everton LFC,Carry,,Danielle Turner,42.6,4.4,63.9,12.5,,,False,False,True,-0.0009331326238616357
