,match_id,id,minute,team_name,type_name,sub_type_name,player_name,x,y,end_x,end_y,outcome_name,shot_statsbomb_xg,goal,shoot,move,xt
2520,2275127,a291045f-4add-4aa3-861e-384ecd98111c,83,Everton LFC,Pass,,Danielle Turner,63.9,12.5,63.7,23.8,,,False,False,True,0.003722808222303999
2522,2275127,0dd246ec-3389-4cf2-a203-1b4ac5224689,83,Everton LFC,Carry,,Abbey-Leigh Stringer,63.7,23.8,63.7,23.8,,,False,False,True,0.0
2526,2275127,b153132e-2319-4486-97a5-873fa6df092b,83,Everton LFC,Pass,Throw-in,Danielle Turner,63.2,0.1,63.9,11.5,,,False,False,True,-0.003062687367263112
2528,2275127,a4d66a62-d7c2-4242-b5db-8469b09934ed,83,Everton LFC,Carry,,Abbey-Leigh Stringer,63.9,11.5,63.9,11.5,,,False,False,True,0.0
2529,2275127,99586121-28e6-4167-b05c-f1ffe13043e7,83,Everton LFC,Pass,,Abbey-Leigh Stringer,63.9,11.5,50.0,11.7,,,False,False,True,-0.0022258822451995917
2531,2275127,34a56786-d5ea-412a-9547-4eb5fe81995c,83,Everton LFC,Carry,,Gabrielle George,50.0,11.7,41.5,15.5,,,False,False,True,-0.0020292047638482014
2532,2275127,e2625897-1b96-4b3e-b0b1-b11e349ee4d4,83,Everton LFC,Pass,,Gabrielle George,41.5,15.5,23.2,31.8,,,False,False,True,0.001943663624322087
2534,2275127,51cf06a2-73ba-4b68-9ff0-f71e1c4200ed,83,Everton LFC,Carry,,Tinja-Riikka Tellervo Korpela,23.2,31.8,24.2,36.1,,,False,False,True,0.0012535677128452313
2535,2275127,dea0a0a8-b9c3-4c88-a22e-575003a59d30,83,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,24.2,36.1,41.9,39.7,,,False,False,True,-0.00634614938649247
2537,2275127,8881f43a-f29f-48be-9b76-3f45778c15bf,83,Everton LFC,Carry,,Abbey-Leigh Stringer,41.9,39.7,37.4,43.9,,,False,False,True,0.0009000219029904645
2542,2275127,b65929ae-31e7-4b02-9618-393868b16efd,83,Reading WFC,Carry,,Amalie Vevle Eikeland,71.8,15.4,111.0,11.6,,,False,False,True,0.005545431752599155
2549,2275127,6d7d0689-ce8f-4973-b61c-f688058cd42a,83,Reading WFC,Pass,Recovery,Angharad James,87.9,27.9,101.3,10.6,,,False,False,True,-0.040167541310977405
2551,2275127,2ad1c858-33aa-469c-b496-8781498c1adc,83,Reading WFC,Carry,,Amalie Vevle Eikeland,101.3,10.6,107.3,19.1,,,False,False,True,-0.021893589812140096
2558,2275127,3cb79999-3a61-4179-b3f5-1a271bbb5ebe,86,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,13.6,50.6,17.8,60.5,,,False,False,True,0.0002866296720935987
2560,2275127,a462437f-7b36-4780-af59-01c0c27f6fc5,86,Everton LFC,Carry,,Megan Finnigan,17.8,60.5,18.8,64.7,,,False,False,True,0.0
2564,2275127,7a34dba3-aa5a-480f-ab9d-0f835a126007,86,Reading WFC,Carry,,Rakel Hönnudóttir,92.6,46.1,95.5,42.4,,,False,False,True,0.0
2567,2275127,50bce421-6abf-4dd9-9b01-7c353eafe38a,86,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,15.4,42.2,51.2,20.3,,,False,False,True,0.005935722969214976
2569,2275127,00d0f833-8250-46af-ba17-f3082706eefc,86,Everton LFC,Carry,,Lucy Hope,51.2,20.3,55.4,7.7,,,False,False,True,0.007787198050011629
2574,2275127,8a0f1374-3215-47e5-98b8-821fc3e66eef,87,Reading WFC,Pass,Throw-in,Natasha Harding,60.7,80.0,76.5,67.4,,,False,False,True,-0.006706766204629653
2576,2275127,da56b21a-491b-4f60-a577-0232a6ebc1ef,87,Reading WFC,Carry,,Rakel Hönnudóttir,76.5,67.4,77.0,67.6,,,False,False,True,0.0
2579,2275127,d8e9f733-5a41-4f00-86f0-26a495e0d346,87,Everton LFC,Carry,,Chloe Kelly,47.8,12.2,100.8,12.4,,,False,False,True,0.018854400309708932
2584,2275127,8a508a0f-27a3-4316-b31e-29082fea4772,87,Everton LFC,Pass,Throw-in,Danielle Turner,91.4,0.1,89.7,16.9,,,False,False,True,0.008678019411814203
2587,2275127,f21001ae-626d-4b24-86cf-f856d1851b40,87,Everton LFC,Carry,,Hannah Cain,89.7,16.9,90.4,22.6,,,False,False,True,0.03792163206664751
2590,2275127,944e7f39-3413-4cae-8cbb-64b1dd1e4eb9,87,Everton LFC,Carry,,Hannah Cain,90.4,22.6,89.7,27.6,,,False,False,True,0.006251655646702062
2595,2275127,eecfde63-7409-47f1-a35f-219f965e5e89,87,Everton LFC,Carry,,Megan Finnigan,57.6,43.9,55.4,40.4,,,False,False,True,0.0
2596,2275127,809f7291-de4a-414a-9e22-e354d4592988,87,Everton LFC,Pass,,Megan Finnigan,55.4,40.4,55.2,30.7,,,False,False,True,-1.7971314668642144e-05
2598,2275127,4523aa14-6214-497e-a72b-3ffa3dd0790c,87,Everton LFC,Carry,,Gabrielle George,55.2,30.7,64.6,25.5,,,False,False,True,0.005197385617163947
2599,2275127,97a811fc-bf49-4949-824e-2e233fbedfd0,87,Everton LFC,Pass,,Gabrielle George,64.6,25.5,83.3,4.0,,,False,False,True,-0.0025065559674184116
2601,2275127,9583218a-8e30-47fd-bc10-bf1e8ee9075f,87,Everton LFC,Carry,,Danielle Turner,83.3,4.0,93.7,5.2,,,False,False,True,0.0027284999954373824
2607,2275127,ed7c3d3b-e96a-4ad8-aed4-551993d33b89,87,Reading WFC,Carry,,Angharad James,32.0,49.9,56.9,45.1,,,False,False,True,0.0057299630111985415
2608,2275127,4c7ba02b-3d5d-4d0c-ba5d-66de60d2308f,87,Reading WFC,Pass,,Angharad James,56.9,45.1,92.8,16.8,,,False,False,True,0.020570271556125536
2610,2275127,4b9eaa0c-24d6-4566-b2a2-8af0896d0864,87,Reading WFC,Carry,,Amalie Vevle Eikeland,92.8,16.8,112.5,18.7,,,False,False,True,-0.02512163789373091
2622,2275127,7e920712-a85d-4108-b34f-42e70a54b55b,88,Everton LFC,Pass,Throw-in,Danielle Turner,44.0,0.1,42.9,9.9,,,False,False,True,-0.004121973185533439
2624,2275127,16109f71-9d4d-4e7f-9286-8aa174bf3255,88,Everton LFC,Carry,,Abbey-Leigh Stringer,42.9,9.9,34.8,8.0,,,False,False,True,-0.002233108236260187
2626,2275127,70ef71c3-403c-4aad-a9b6-f04fb32251b1,88,Everton LFC,Pass,,Abbey-Leigh Stringer,34.8,8.0,20.0,12.7,,,False,False,True,-0.0002728052958087769
2628,2275127,91096b6c-dc7f-4966-9549-e3560cf74487,88,Everton LFC,Carry,,Gabrielle George,20.0,12.7,22.3,7.8,,,False,False,True,0.0
2633,2275127,8bdbf018-75d5-4e5e-9b7e-c85cf8f36bb3,88,Reading WFC,Carry,,Angharad James,74.4,70.0,76.1,74.9,,,False,False,True,0.0078559616555815
2635,2275127,202d83fe-43cb-43d3-8e06-7e3a18ec4b26,88,Reading WFC,Pass,,Angharad James,76.1,74.9,86.4,76.4,,,False,False,True,0.010714872949052531
2637,2275127,ab86569a-1260-497e-a8a3-6ab27fc87f0f,88,Reading WFC,Carry,,Rakel Hönnudóttir,86.4,76.4,86.4,75.4,,,False,False,True,0.0
2638,2275127,1500c009-d5fe-4a65-8fe2-0f2b1407c18f,88,Reading WFC,Pass,,Rakel Hönnudóttir,86.4,75.4,95.7,74.9,,,False,False,True,-0.0016164136167917988
2640,2275127,d9cf864e-5ca1-4e41-aed1-c825da395dd7,88,Reading WFC,Carry,,Lisa-Marie Utland,95.7,74.9,118.2,71.0,,,False,False,True,-0.025170360999586888
2646,2275127,2706fa63-466e-4bb5-8e47-49048033293d,89,Everton LFC,Carry,,Tinja-Riikka Tellervo Korpela,1.3,39.6,12.9,47.7,,,False,False,True,-0.0025119599824489705
2647,2275127,9a1cad9d-2c37-4129-b9e6-5bab850ebb6b,89,Everton LFC,Pass,,Tinja-Riikka Tellervo Korpela,12.9,47.7,40.7,63.6,,,False,False,True,-0.0006418907615275628
2649,2275127,141817f1-bdbe-4074-8a34-e5c7bb6af1de,89,Everton LFC,Carry,,Lucy Hope,40.7,63.6,42.7,66.2,,,False,False,True,0.0
2652,2275127,03870aa2-4ee5-40c9-95d5-87d5f3c99415,89,Reading WFC,Carry,,Rachel Rowe,74.1,7.5,74.4,0.1,,,False,False,True,-0.00032991172974793787
2654,2275127,db50d276-daec-4dc9-b6fd-69aad47978a2,89,Everton LFC,Pass,Recovery,Lucy Hope,42.6,79.1,42.9,71.6,,,False,False,True,0.0014187459080152792
2656,2275127,67e11ea1-6ed3-46f5-9206-061cce2a7138,89,Everton LFC,Carry,,Esme Beth Morgan,42.9,71.6,44.1,68.1,,,False,False,True,0.0
2658,2275127,4cc5000e-bcf3-45bb-9e2a-a924317e4c3c,89,Everton LFC,Pass,,Esme Beth Morgan,44.1,68.1,57.6,62.9,,,False,False,True,0.007011249251246647
2660,2275127,b2c53100-89df-4a6d-bafa-5e400670be04,89,Everton LFC,Carry,,Maéva Clemaron,57.6,62.9,58.2,63.3,,,False,False,True,0.0
2665,2275127,8ab642b3-3288-47ce-b16b-e4854c3393de,89,Reading WFC,Pass,Recovery,Kristine Leine,51.5,25.1,61.8,34.5,,,False,False,True,0.006838302034545971
2667,2275127,a61f61b9-bf5d-4c65-bb20-03128a2b471d,89,Reading WFC,Carry,,Amalie Vevle Eikeland,61.8,34.5,54.3,37.9,,,False,False,True,-0.005088710335186245
2668,2275127,d325e5e1-ed37-4ebf-a2c3-52fd30b13008,89,Reading WFC,Pass,,Amalie Vevle Eikeland,54.3,37.9,43.9,32.6,,,False,False,True,-0.0025284277889862147
2670,2275127,730984a2-0f85-4c1b-bdc2-a1046f6496f5,89,Reading WFC,Carry,,Kristine Leine,43.9,32.6,42.4,34.8,,,False,False,True,-0.004250433281817884
2671,2275127,67700b52-b889-4d83-9657-851646b039de,89,Reading WFC,Pass,,Kristine Leine,42.4,34.8,50.3,57.0,,,False,False,True,0.005236601693008329
2673,2275127,614d73aa-841b-4ed5-8a17-17abe52d31e0,89,Reading WFC,Carry,,Fara Williams,50.3,57.0,54.1,61.2,,,False,False,True,0.003814826212653607
2682,2275127,3cb48596-6558-447f-8bb6-4b73716475d3,90,Everton LFC,Pass,Throw-in,Esme Beth Morgan,98.2,80.0,106.0,67.1,,,False,False,True,0.023352364521614204
2687,2275127,a0060fce-5e0c-468e-8988-82a36d81b439,90,Everton LFC,Pass,Throw-in,Esme Beth Morgan,92.8,80.0,98.2,73.7,,,False,False,True,-0.005321460965983384
2689,2275127,3222ff2c-6b8f-42c3-beaf-1a54a0998429,90,Everton LFC,Pass,,Lucy Hope,98.2,73.9,93.3,78.2,,,False,False,True,0.005321460965983384
2692,2275127,1b9055ef-354b-4972-9d0b-84cc8fb80a3e,90,Everton LFC,Carry,,Esme Beth Morgan,93.3,78.2,92.8,77.1,,,False,False,True,0.0
2696,2275127,f995366f-5df9-4916-a452-7d18321fefb6,90,Everton LFC,Pass,Throw-in,Esme Beth Morgan,93.5,80.0,110.0,76.5,,,False,False,True,-0.01910795588525096
2699,2275127,98131e2c-08a9-4fd6-8ade-afe3b535b735,90,Everton LFC,Carry,,Chloe Kelly,110.0,76.5,117.2,75.4,,,False,False,True,0.00661259088566407
2709,2275127,a0449b9b-aae7-443d-ba0c-24e18b498ef4,91,Reading WFC,Carry,,Lisa-Marie Utland,59.3,73.1,63.1,76.8,,,False,False,True,0.003204262175589014
2712,2275127,52c39019-b5e2-4158-b6f1-bf013e4a9b05,91,Reading WFC,Pass,Throw-in,Natasha Harding,64.7,80.0,85.3,74.2,,,False,False,True,0.020080008411749034
2714,2275127,0ff3f722-99d7-4cf1-af82-4f8c61242d86,91,Reading WFC,Carry,,Amalie Vevle Eikeland,85.3,74.2,86.0,73.3,,,False,False,True,-0.010124540989511915
2717,2275127,fae1fa5d-0754-4185-8fb6-1c75c73d1f86,91,Everton LFC,Pass,Recovery,Abbey-Leigh Stringer,34.6,9.9,25.1,5.8,,,False,False,True,0.002816856820002424
2720,2275127,00b6bbfa-8434-4825-bc80-f847ca8818f8,91,Everton LFC,Carry,,Danielle Turner,25.1,5.8,22.0,5.1,,,False,False,True,-0.0064864920968499586
2721,2275127,8850bac8-9252-4d32-869b-ec063f0606e5,91,Everton LFC,Pass,,Danielle Turner,22.0,5.1,24.7,14.1,,,False,False,True,0.004348503295098962
2723,2275127,c9015291-5adc-47f6-8c07-e912a6b98170,91,Everton LFC,Carry,,Abbey-Leigh Stringer,24.7,14.1,24.9,11.0,,,False,False,True,0.0036092414594901543
2724,2275127,ea32b12a-4a76-41d6-a8b8-b0aee4329363,91,Everton LFC,Pass,,Abbey-Leigh Stringer,24.9,11.0,35.3,5.4,,,False,False,True,-0.0010419815241277178
2727,2275127,1490d288-5e60-4104-b170-0f2367c716fa,91,Everton LFC,Carry,,Simone Magill,35.3,5.4,37.5,4.4,,,False,False,True,0.0031089534681797617
2728,2275127,c2800549-91d4-4fd8-b4d4-0ed805bf4314,91,Everton LFC,Pass,,Simone Magill,37.5,4.4,42.7,12.7,,,False,False,True,-0.004121973185533439
2731,2275127,74e72d91-abac-499f-ac97-6c5f60b07007,91,Everton LFC,Carry,,Gabrielle George,42.7,12.7,47.1,6.1,,,False,False,True,0.0159700428749023
2734,2275127,370b9794-0fc1-49cf-ab12-d667ee95610b,92,Everton LFC,Pass,Throw-in,Gabrielle George,49.8,0.1,58.3,7.3,,,False,False,True,-0.007368739950147439
2736,2275127,e3e9c09a-f95c-4d8c-8710-bcc1a0241c90,92,Everton LFC,Carry,,Maéva Clemaron,58.3,7.3,55.9,8.4,,,False,False,True,0.0
2739,2275127,c071145d-dcb0-414c-8ca6-7c8838be0cfa,92,Reading WFC,Carry,,Fara Williams,64.5,74.0,66.6,75.0,,,False,False,True,0.0
2743,2275127,4c9ec0f8-dffb-48b8-a57f-56a39b8c9219,92,Reading WFC,Carry,,Amalie Vevle Eikeland,70.4,75.9,88.6,63.8,,,False,False,True,0.015523511288326717
2747,2275127,1d7f9833-6fd8-4a8a-ab5e-a02d9fe1f12c,92,Reading WFC,Pass,Free Kick,Fara Williams,95.7,66.9,103.0,75.4,,,False,False,True,0.0013513578069055815
2749,2275127,c8191e2b-89f0-456b-8833-62268bf09db6,92,Reading WFC,Carry,,Amalie Vevle Eikeland,103.0,75.4,110.3,77.3,,,False,False,True,-0.013786494919267573
2751,2275127,1babcc3a-9f95-4239-a570-3555e4b5e039,93,Reading WFC,Pass,,Amalie Vevle Eikeland,110.3,77.3,111.0,73.6,,,False,False,True,0.0
2753,2275127,b4029442-436f-423c-808a-a94e9eb66cd3,93,Reading WFC,Carry,,Fara Williams,111.0,73.6,117.7,75.0,,,False,False,True,0.00661259088566407
2758,2275127,563c8628-41eb-4fa3-96fb-c65934a39c5e,93,Reading WFC,Pass,Throw-in,Amalie Vevle Eikeland,117.2,80.0,115.1,69.1,,,False,False,True,-0.012674996000000001
2761,2275127,0694f2c9-faac-4843-ad8f-d1c3ae0642cd,93,Reading WFC,Carry,,Lisa-Marie Utland,115.1,69.1,115.1,70.5,,,False,False,True,0.0
2764,2275127,8de42fd2-64c4-4418-b6da-959b0fa8e364,93,Everton LFC,Carry,,Chloe Kelly,5.0,9.6,9.8,11.1,,,False,False,True,0.0006460328545475759
2768,2275127,18c6a48a-208d-42b3-a6c8-33eebab2c9b1,93,Reading WFC,Carry,,Remi Allen,74.6,35.3,74.9,29.5,,,False,False,True,0.009085945717300958
2769,2275127,243ce1a0-e3c1-4e10-84c6-0a92936bec0a,93,Reading WFC,Pass,,Remi Allen,74.9,29.5,98.5,9.5,,,False,False,True,0.010279901615777968
2771,2275127,7b1f4537-874f-4f4e-a3b4-3b077ec3edbb,93,Reading WFC,Carry,,Rakel Hönnudóttir,98.5,9.5,116.9,0.4,,,False,False,True,0.10256439478745846
2785,2275127,b0e8ceaa-af6d-4cca-a722-f58b8cefeb83,93,Everton LFC,Carry,,Simone Magill,76.2,78.5,87.3,78.0,,,False,False,True,0.010714872949052531
2788,2275127,4a591ab2-c926-4a45-8613-96c6b896d9e2,94,Reading WFC,Pass,Recovery,Kristine Leine,19.8,19.8,7.4,32.4,,,False,False,True,-0.005956758626597263
2790,2275127,d6854c27-749a-4fab-8259-64c04e534d30,94,Reading WFC,Carry,,Grace Moloney,7.4,32.4,8.1,33.8,,,False,False,True,-0.0010258749359501164
